nom;prix_intervalle;rating;nb_notes;adresse;ville;main_category;commune;code_postal;arrondissement;zone_paris;INSEE_FROM_CP;INSEE_COM;NOM;POP;Population_3_20;C20_FAM;C20_FAMMONO;QL3_20;QLFMONO;RDISP_MED;tx_BAC;tx_O;tx_Chom;FDep;APL;
24 Le restaurant;42.0;4.8;1413;24 Rue Jean Mermoz;Paris, Ile-de-France, France;restaurant francais;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Le Jardin des Pates;25.0;4.8;2802;4 Rue Lacepede;Paris, Ile-de-France, France;restaurant;Paris;75005;5.0;centre;75105;75105;Paris 5e Arrondissement;57380.0;10853.1833131306;12762.6203488744;2047.51752995005;0.825181209903045;0.824367215166068;34650;0.852722588714883;0.022065761923038;0.061616505985879;3.43672949788336;5.6;
Pb Poulet Braise Chatelet;15.0;4.8;7770;12 Rue de la Cossonnerie;Paris, Ile-de-France, France;restaurant;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Roberta Ristorante;25.0;4.8;4367;30 Cr Saint-Emilion;Paris, Ile-de-France, France;restaurant italiens;Paris;75012;12.0;intermediaire;75112;75112;Paris 12e Arrondissement;140311.0;23290.1806582801;33253.9188177107;6535.30052445586;0.724158900822797;1.00984719740025;29250;0.757852723654768;0.038086111867207;0.078425923577196;1.8346477947609;4.146;
Bistro Des Poemes;34.5;4.8;1357;7 Rue Corneille;Paris, Ile-de-France, France;restaurant francais;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
Restaurant La Halle aux Grains;100.0;4.8;1042;2 Rue de Viarmes;Paris, Ile-de-France, France;restaurant francais;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Via Del Campo;45.5;4.8;2011;22 Rue du Champ de Mars;Paris, Ile-de-France, France;restaurant italiens;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
Chez Georges;1.0;4.8;1824;1 Rue du Mail;Paris, Ile-de-France, France;restaurant;Paris;75002;2.0;centre;75102;75102;Paris 2e Arrondissement;21130.0;3000.31881558287;4924.89480734583;659.024051475884;0.619470520834343;0.687602171366908;32380;0.840393667932997;0.036713077447815;0.081152251209948;2.60730658520125;6.091;
La Solita Taverna;15.0;4.8;2814;10 Rue du Fouarre;Paris, Ile-de-France, France;italien;Paris;75005;5.0;centre;75105;75105;Paris 5e Arrondissement;57380.0;10853.1833131306;12762.6203488744;2047.51752995005;0.825181209903045;0.824367215166068;34650;0.852722588714883;0.022065761923038;0.061616505985879;3.43672949788336;5.6;
Trattoria Napoletana Da Enzo;15.0;4.8;1376;80 Rue St Charles;Paris, Ile-de-France, France;pizzeria;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
Simone; Le Resto...;42.0;4.8;966;33 Bd Arago;Paris, Ile-de-France, France;restaurant;Paris;75013;13.0;intermediaire;75113;75113;Paris 13e Arrondissement;177833.0;31293.0765255113;42124.7879193933;9585.27451431624;0.76769487760366;1.16922949207519;25100;0.711342220513138;0.047742325263558;0.094182696802569;0.709941501291032;4.338
La Taverne de Zhao;15.0;4.8;1844;FR, 11 Rue Delambre;Paris, Ile-de-France, France;restaurant chinois;Paris;75014;14.0;intermediaire;75114;75114;Paris 14e Arrondissement;133967.0;22244.8424291788;30318.9850075247;6009.22091911199;0.724409667253306;1.01844233884749;28730;0.782915953622741;0.030631479354502;0.07956018221338;1.94411586474717;4.301;
La Cagouille;38.5;4.8;4377;10 place Constantin-Brancusi;Paris, Ile-de-France, France;fruits de mer;Paris;75014;14.0;intermediaire;75114;75114;Paris 14e Arrondissement;133967.0;22244.8424291788;30318.9850075247;6009.22091911199;0.724409667253306;1.01844233884749;28730;0.782915953622741;0.030631479354502;0.07956018221338;1.94411586474717;4.301;
Salon Marais;25.0;4.8;2330;3 Rue du Roi Dore;Paris, Ile-de-France, France;restaurant;Paris;75003;3.0;centre;75103;75103;Paris 3e Arrondissement;33402.0;4727.55499053531;7816.18302332249;1418.54178817573;0.617471409097184;0.932567652401368;33180;0.836094404907947;0.02735407706541;0.080415680775181;2.7962955716641;5.736;
La Taverne de Zhao Canal Saint-Martin;15.0;4.8;2909;49 Rue des Vinaigriers;Paris, Ile-de-France, France;chinois;Paris;75010;10.0;intermediaire;75110;75110;Paris 10e Arrondissement;83459.0;13494.021452243;19584.0122896016;3264.72212696351;0.705376448586344;0.856598842358534;28060;0.774063111880029;0.044224639427051;0.095936388703015;1.40254851180917;5.934;
Restaurant Cafe Madame;25.0;4.8;2553;25 Rue de Vaugirard;Paris, Ile-de-France, France;cafe;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
Bambini Paris;15.0;4.8;4331;Palais De Tokyo, 13 Av. du President Wilson;Paris, Ile-de-France, France;restaurant;Paris;75116;16.0;peripherie;75116;75116;Paris 16e Arrondissement;162820.0;32366.3837401309;40763.4493727417;6492.4010657931;0.867239727109331;0.818403253535766;40140;0.824474795160243;0.025874171304588;0.069093386917932;3.84720191018132;3.657;
Pratolina;25.0;4.8;7306;11 Bd de Bonne Nouvelle;Paris, Ile-de-France, France;restaurant;Paris;75002;2.0;centre;75102;75102;Paris 2e Arrondissement;21130.0;3000.31881558287;4924.89480734583;659.024051475884;0.619470520834343;0.687602171366908;32380;0.840393667932997;0.036713077447815;0.081152251209948;2.60730658520125;6.091;
La Scene par Stephanie Le Quellec;100.0;4.8;1437;32 Av. Matignon;Paris, Ile-de-France, France;restaurant;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
De La Tour;32.5;4.8;2583;6 Rue Desaix;Paris, Ile-de-France, France;restaurant francais;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
Le Souffle;26.0;4.8;7948;36 Rue du Mont Thabor;Paris, Ile-de-France, France;restaurant francais;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
IL CARPACCIO;100.0;4.8;1321;37 Av. Hoche;Paris, Ile-de-France, France;restaurant italiens;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
SKYBAR PARIS ROOFTOP;43.0;4.8;2342;19 Rue du Commandant Rene Mouchotte;Paris, Ile-de-France, France;club;Paris;75014;14.0;intermediaire;75114;75114;Paris 14e Arrondissement;133967.0;22244.8424291788;30318.9850075247;6009.22091911199;0.724409667253306;1.01844233884749;28730;0.782915953622741;0.030631479354502;0.07956018221338;1.94411586474717;4.301;
MEILLEUR LIBANAIS A PARIS 3E Rannouch City;15.0;4.8;1663;44 R. de Turbigo;Paris, Ile-de-France, France;fast food;Paris;75003;3.0;centre;75103;75103;Paris 3e Arrondissement;33402.0;4727.55499053531;7816.18302332249;1418.54178817573;0.617471409097184;0.932567652401368;33180;0.836094404907947;0.02735407706541;0.080415680775181;2.7962955716641;5.736;
Le Baron Rouge;15.0;4.8;2940;1 Rue Theophile Roussel;Paris, Ile-de-France, France;bars a vin;Paris;75012;12.0;intermediaire;75112;75112;Paris 12e Arrondissement;140311.0;23290.1806582801;33253.9188177107;6535.30052445586;0.724158900822797;1.00984719740025;29250;0.757852723654768;0.038086111867207;0.078425923577196;1.8346477947609;4.146;
Pasta Cosi;25.0;4.8;1062;78 Av. de Flandre;Paris, Ile-de-France, France;restaurant;Paris;75019;19.0;peripherie;75119;75119;Paris 19e Arrondissement;183211.0;36230.9947717827;43874.4446783109;10162.3912991788;0.862743009027822;1.19019251322711;21990;0.646506940756822;0.063920954720353;0.116502069773071;-0.544546534060954;4.904;
LAmphi Quai de Seine;15.0;4.8;2239;23 Av. Victoria;Paris, Ile-de-France, France;pub et bar;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Bonnie - Restaurant bar;100.0;4.8;3342;10 Rue Agrippa Daubigne;Paris, Ile-de-France, France;restaurant francais;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
Popeyes Louisiana Chicken Italie Deux;15.0;4.8;1629;42 Av. dItalie;Paris, Ile-de-France, France;fast food;Paris;75013;13.0;intermediaire;75113;75113;Paris 13e Arrondissement;177833.0;31293.0765255113;42124.7879193933;9585.27451431624;0.76769487760366;1.16922949207519;25100;0.711342220513138;0.047742325263558;0.094182696802569;0.709941501291032;4.338;
Le Grand Amalfi;30.0;4.8;2655;9 Quai De Montebello;Paris, Ile-de-France, France;restaurant italiens;Paris;75005;5.0;centre;75105;75105;Paris 5e Arrondissement;57380.0;10853.1833131306;12762.6203488744;2047.51752995005;0.825181209903045;0.824367215166068;34650;0.852722588714883;0.022065761923038;0.061616505985879;3.43672949788336;5.6;
BROTHER SISTER Brunch Lunch Dinner;25.0;4.8;2539;72 Rue de la Roquette;Paris, Ile-de-France, France;restaurant;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Doni Berliner;15.0;4.8;1858;17 Av. Secretan;Paris, Ile-de-France, France;restaurant;Paris;75019;19.0;peripherie;75119;75119;Paris 19e Arrondissement;183211.0;36230.9947717827;43874.4446783109;10162.3912991788;0.862743009027822;1.19019251322711;21990;0.646506940756822;0.063920954720353;0.116502069773071;-0.544546534060954;4.904;
Indiana Cafe - Bercy Village;25.0;4.8;4324;59-61 Cr Saint-Emilion;Paris, Ile-de-France, France;cafe;Paris;75012;12.0;intermediaire;75112;75112;Paris 12e Arrondissement;140311.0;23290.1806582801;33253.9188177107;6535.30052445586;0.724158900822797;1.00984719740025;29250;0.757852723654768;0.038086111867207;0.078425923577196;1.8346477947609;4.146;
Les Petites Cocottes de Mian Fan;15.0;4.8;2795;18 Rue de Mogador;Paris, Ile-de-France, France;restaurant;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Galeries Lafayette Le Gourmet;20.0;4.8;8200;35 Bd Haussmann;Paris, Ile-de-France, France;restaurant;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Le Cafe De Lusine;45.0;4.8;194;5 Pass. Piver;Paris, Ile-de-France, France;cafe;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
ASPIC;100.0;4.8;2080;24 Rue Louise-Emilie de la Tour dAuvergne;Paris, Ile-de-France, France;restaurant francais;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
La Condesa Paris;100.0;4.8;1008;13 Rue Claude Rodier;Paris, Ile-de-France, France;restaurant francais;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Galanga par Monsieur George;100.0;4.8;456;17 Rue Washington;Paris, Ile-de-France, France;restaurant;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Cafe Leone;25.0;4.8;663;5 Rue dArcole;Paris, Ile-de-France, France;restaurant;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
Restaurant Petrossian;100.0;4.8;838;13 boulevard de la tour maubourg;Paris, Ile-de-France, France;restaurant;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
LEte en Pente Douce;25.0;4.8;2625;8 Rue Paul Albert;Paris, Ile-de-France, France;restaurant francais;Paris;75018;18.0;peripherie;75118;75118;Paris 18e Arrondissement;191135.0;30805.0161302009;43425.8288875106;9783.97545467691;0.703127291700882;1.15771103039105;23930;0.715037004573533;0.059916595322748;0.092040756232497;0.490370335625503;4.506;
Becco;25.0;4.8;1259;3 Rue de Maubeuge;Paris, Ile-de-France, France;restaurant;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Aux Mille Saveurs - Restaurant Marocain Paris 19;15.0;4.8;1050;58 Rue de lOurcq;Paris, Ile-de-France, France;restaurant;Paris;75019;19.0;peripherie;75119;75119;Paris 19e Arrondissement;183211.0;36230.9947717827;43874.4446783109;10162.3912991788;0.862743009027822;1.19019251322711;21990;0.646506940756822;0.063920954720353;0.116502069773071;-0.544546534060954;4.904;
Nodaiwa;57.5;4.8;1374;272 rue Saint-Honore;Paris, Ile-de-France, France;sushis;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Cafe Oz Grands Boulevards;15.0;4.8;5907;8 Boulevard Montmartre;Paris, Ile-de-France, France;cafe;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Camelia;100.0;4.8;3839;251 Rue Saint-Honore;Paris, Ile-de-France, France;restaurant;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Naruto Ramen;15.0;4.8;1019;53 Bd du Montparnasse;Paris, Ile-de-France, France;restaurant;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
Laia Voltaire;23.5;4.8;3491;226 Bd Voltaire;Paris, Ile-de-France, France;restaurant;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
El Chingon;25.0;4.8;2327;66 Rue du Faubourg Montmartre;Paris, Ile-de-France, France;restaurant mexicains;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
mazmez - Restaurant Libanais Paris 10;25.0;4.8;1008;70 Rue Rene Boulanger;Paris, Ile-de-France, France;restaurant;Paris;75010;10.0;intermediaire;75110;75110;Paris 10e Arrondissement;83459.0;13494.021452243;19584.0122896016;3264.72212696351;0.705376448586344;0.856598842358534;28060;0.774063111880029;0.044224639427051;0.095936388703015;1.40254851180917;5.934;
SHIRO;100.0;4.8;8465;168 Bd Saint-Germain;Paris, Ile-de-France, France;restaurant;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
Pastamore;25.0;4.8;9827;37 Bd du Montparnasse;Paris, Ile-de-France, France;restaurant italiens;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
Chez Marie;25.0;4.8;1680;22 Rue Lepic;Paris, Ile-de-France, France;restaurant francais;Paris;75018;18.0;peripherie;75118;75118;Paris 18e Arrondissement;191135.0;30805.0161302009;43425.8288875106;9783.97545467691;0.703127291700882;1.15771103039105;23930;0.715037004573533;0.059916595322748;0.092040756232497;0.490370335625503;4.506;
La Mezeterie;30.0;4.8;1455;2 Rue des Petits Carreaux;Paris, Ile-de-France, France;restaurant;Paris;75002;2.0;centre;75102;75102;Paris 2e Arrondissement;21130.0;3000.31881558287;4924.89480734583;659.024051475884;0.619470520834343;0.687602171366908;32380;0.840393667932997;0.036713077447815;0.081152251209948;2.60730658520125;6.091;
Le Choupinet;9.0;4.8;4490;58 Boulevard Saint-michel, 75006;Paris, Ile-de-France, France;restaurant francais;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
LAltro Frenchie;15.5;4.8;286;9 Rue du Nil;Paris, Ile-de-France, France;restaurant italiens;Paris;75002;2.0;centre;75102;75102;Paris 2e Arrondissement;21130.0;3000.31881558287;4924.89480734583;659.024051475884;0.619470520834343;0.687602171366908;32380;0.840393667932997;0.036713077447815;0.081152251209948;2.60730658520125;6.091;
Cafe du Marche;25.0;4.8;3203;38 Rue Cler;Paris, Ile-de-France, France;cafe;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
AfrikNFusion Paris 20;15.0;4.8;2956;330 Rue des Pyrenees;Paris, Ile-de-France, France;restaurant africains;Paris;75020;20.0;peripherie;75120;75120;Paris 20e Arrondissement;192120.0;34501.8608831934;45625.9473893605;10814.6048915272;0.783470551843193;1.21795626946964;22880;0.673210217111925;0.059616922239316;0.108925178614908;-0.129348618170574;4.333;
Au Bourguignon du Marais;45.0;4.8;12665;52 Rue Francois Miron;Paris, Ile-de-France, France;restaurant;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
Piccola Mia;25.0;4.8;1639;4 Pl. de la Republique;Paris, Ile-de-France, France;restaurant;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Savane Mousson Restaurant - Paris 11;25.0;4.8;2639;47 Bd Richard-Lenoir;Paris, Ile-de-France, France;restaurant;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
La Pate a Nouilles;15.0;4.8;2975;41 Rue de Ponthieu;Paris, Ile-de-France, France;restaurant chinois;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Nai Brasserie;25.0;4.8;3421;8, Avenue de la Grande Armee;Paris, Ile-de-France, France;restaurant;Paris;75017;17.0;peripherie;75117;75117;Paris 17e Arrondissement;166336.0;29098.9451366555;39612.093970877;7180.83231865524;0.763209430182993;0.931493692158404;32290;0.788740297106962;0.037959664106942;0.083282988555933;2.29737361025854;4.876;
Tout Le Monde En Parle restaurant montparnasse club;34.5;4.8;2117;4 Rue du Depart;Paris, Ile-de-France, France;club;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
Poni;25.0;4.8;3774;24 Rue Saint-Lazare;Paris, Ile-de-France, France;restaurant;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
CRISPY SOUL Paris 2;15.0;4.8;2668;289 Rue St Denis;Paris, Ile-de-France, France;fast food;Paris;75002;2.0;centre;75102;75102;Paris 2e Arrondissement;21130.0;3000.31881558287;4924.89480734583;659.024051475884;0.619470520834343;0.687602171366908;32380;0.840393667932997;0.036713077447815;0.081152251209948;2.60730658520125;6.091;
KFC Paris Chatelet;15.0;4.8;9243;31-35 Bd de Sebastopol;Paris, Ile-de-France, France;fast food;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Marsan par Helene Darroze;100.0;4.8;1299;4 Rue dAssas;Paris, Ile-de-France, France;restaurant francais;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
Jeannot et Colin;25.0;4.8;1626;51 Bd Voltaire;Paris, Ile-de-France, France;restaurant a viande;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Semilla;48.0;4.8;3169;54 Rue de Seine;Paris, Ile-de-France, France;restaurant;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
Tadam;40.0;4.8;3392;14 Rue du Jura;Paris, Ile-de-France, France;restaurant francais;Paris;75013;13.0;intermediaire;75113;75113;Paris 13e Arrondissement;177833.0;31293.0765255113;42124.7879193933;9585.27451431624;0.76769487760366;1.16922949207519;25100;0.711342220513138;0.047742325263558;0.094182696802569;0.709941501291032;4.338;
Hammam Pacha;21.5;4.8;5198;17 Rue Mayet;Paris, Ile-de-France, France;restaurant marocains;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
Zapi;25.0;4.8;2696;7 Rue du 29 Juillet;Paris, Ile-de-France, France;restaurant;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Bistrot Victoires;25.0;4.8;8956;6 Rue de la Vrilliere;Paris, Ile-de-France, France;restaurant francais;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
LA REGALADE;29.5;4.8;2722;106 Rue Saint-Honore;Paris, Ile-de-France, France;restaurant francais;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
DOST GRILL - Restaurant Turc Paris;25.0;4.8;1404;179 Boulevard Brune;Paris, Ile-de-France, France;restaurant;Paris;75014;14.0;intermediaire;75114;75114;Paris 14e Arrondissement;133967.0;22244.8424291788;30318.9850075247;6009.22091911199;0.724409667253306;1.01844233884749;28730;0.782915953622741;0.030631479354502;0.07956018221338;1.94411586474717;4.301;
Les Fils A Maman Paris Grands Boulevards;25.0;4.8;5860;7 Bis Rue Geoffroy Marie;Paris, Ile-de-France, France;restaurant francais;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Joia Par Helene Darroze;53.5;4.8;5773;39 Rue des Jeuneurs;Paris, Ile-de-France, France;restaurant espanols;Paris;75002;2.0;centre;75102;75102;Paris 2e Arrondissement;21130.0;3000.31881558287;4924.89480734583;659.024051475884;0.619470520834343;0.687602171366908;32380;0.840393667932997;0.036713077447815;0.081152251209948;2.60730658520125;6.091;
